"country","began","duration","area","magnitude","x","y"
"India",35955,3,4932,4,68.9,24
"Vietnam",35955,2,3247,4,105.1,21.3
"Indonesia",35956,2,27340,5,111.9,-7.8
"China",35955,4,5844,4,114.3,22.6
"North Korea",35948,4,8053,5,127.5,38.7
"Taiwan",35947,8,7743,5,120.8,23.7
"Russia",35949,5,56635,5,53,66.6
"Afghanistan",35944,4,48941,5,66,36.9
"Tajikistan",35946,3,39903,5,69.2,39.7
"Kenya",35942,5,106207,6,37.2,-1
"USA",35943,7,26250,5,-120.3,44.5
"Kyrgyzstan",35933,5,45397,5,70.4,41.8
"China",35939,9,164944,6,112.4,23.4
"China",35935,6,70344,6,112,26.7
"China",35935,5,216145,6,104.4,30.1
"China",35935,6,149533,6,113.1,31.1
"China",35935,2,51482,5,107.7,36
"China",35931,5,178663,6,83.7,40.9
"Somalia",35934,3,100633,5,41.8,0.7
"Turkey",35935,4,142697,6,31.5,38.8
"Bangladesh",35935,11,34066,6,90,23.5
"Siberia",35931,22,314771,7,132,64
"China",35927,6,60529,6,117.9,25.1
"Iran",35927,5,125229,6,60.3,32.7
"China",35916,5,96993,6,111.5,28.7
"China",35922,7,79574,6,108.1,30.5
"Indonesia",35926,3,23656,5,107.1,-6.7
"USA",35926,3,15355,5,-75.2,40
"USA",35923,3,1697,4,-73.1,42.2
"Australia",35921,6,209226,6,149.4,-28.7
"Russia",35919,4,62266,6,39.7,60
"Italy",35916,7,17722,5,13,41.7
"Paraguay",35855,68,242667,7,-59.1,-22.9
"Tanzania",35912,8,169776,6,37.4,-7
"Papua New Guinea",35912,5,53963,5,143,-7.2
"USA",35911,3,287302,6,-95.4,35.4
"Afghanistan",35911,3,106288,6,67.7,34.5
"China",35911,2,5593,4,113.9,22.5
"Tajikistan",35909,14,59531,6,68.9,38.4
"Tajikistan",35909,4,44210,6,73.1,38.2
"South Africa",35908,2,73478,5,22,-33.2
"Indonesia",35900,2,114756,5,104,-3.6
"Poland",35905,7,50162,6,21.4,50.8
"USA",35902,5,79603,6,-81.8,35.6
"Brazil",35896,1,209609,5,-51.7,-28.2
"Afghanistan",35896,1,35004,5,63.9,30.5
"Afghanistan",35891,5,117673,6,70.1,36.2
"Australia",35895,1,130852,5,150.7,-33.4
"USA",35900,3,70592,5,-84.4,39.6
"Argentina",35899,27,541027,7,-60.1,-25.1
"UK",35895,4,16143,5,-0.5,52.4
"Central African Republic",35891,2,45900,5,18.1,4.7
"Vanuatu",35885,2,1537,3,167,-15.5
"Canada",35882,10,283522,6,-80,45.5
"USA",35885,8,46557,6,-71.1,44.1
"Democratic Republic of the Congo",35880,2,97719,5,16.1,-5.1
"Iran",35882,9,203422,6,50.8,31.6
"Indonesia",35878,2,26874,5,110.9,-7.8
"USA",35875,3,39687,5,-82.1,32.4
"USA",35874,5,19146,5,-82.3,28.5
"Vanuatu",35874,4,997,4,168.4,-17.7
"Zambia",35871,3,158187,6,23.1,-17.3
"Yemen",35868,3,28619,5,43.7,14.5
"Indonesia",35851,3,44401,5,109.8,-7.5
"China",35860,8,199739,7,113.1,30.4
"Brazil",35846,2,54370,5,-52.3,-31.3
"Mexico",35849,2,8448,4,-116.4,31.4
"Russia",35844,18,34203,6,39.4,46.5
"Greece",35832,2,20432,5,22.3,40.7
"Malawi",35814,17,48379,6,35.2,-13.9
"Somalia",35718,87,244739,7,44.1,2.3
"UK",35861,2,2149,4,-3.6,52.9
"USA",35861,7,185210,6,-86.4,32.7
"South Africa",35855,4,65215,5,28.7,-31.5
"Australia",35855,6,128474,6,137.8,-16.6
"Pakistan",35856,4,165620,6,60.1,27.2
"Afghanistan",35846,8,75880,6,61.9,32.1
"Bolivia",35837,3,376694,6,-64.4,-15.7
"Bulgaria",35778,65,62743,7,28.5,40.8
"Paraguay",35779,61,317648,7,-57.9,-20.9
"Peru",35836,34,1339873,8,-75.7,-6.8
"USA",35829,19,63271,6,-119.7,35.2
"USA",35829,22,265450,7,-80.5,33.4
"Australia",35820,4,267569,6,131.8,-14.6
"Peru",35749,90,1990345,8,-72.7,-10.1
"Kenya",35796,20,386426,7,36.7,-2.3
"Congo",35784,24,958684,8,26.8,-0.8
"Australia",35796,32,33826,6,146,-18.7
"India",35768,6,384888,6,79,13.8
"Egypt",35774,5,113068,6,32.2,29.7
"Argentina",35773,6,325475,6,-63.4,-32.7
"USA",35782,5,54842,5,-97,31.5
"Malawi",35783,6,59475,6,33.7,-12
"Indonesia",35788,4,6231,4,113.3,-7.9
"Indonesia",35735,6,49813,5,99.1,2.8
"Syria",35735,8,138440,6,38.4,34.6
"Ecuador",35735,30,119920,7,-79.8,-1.7
"Uganda",35748,15,20738,5,34.1,1.2
"Tanzania",35748,15,28956,6,34.3,-1.8
"Kenya",35764,4,8840,5,39.8,-0.9
"Portugal",35706,3,772,3,-17,32.7
"Sudan",35710,3,20687,5,32.6,16.3
"Iran",35708,5,30591,5,57.2,37.2
"Jordan",35720,3,24511,5,35.7,31.1
"Israel",35720,3,23914,5,34.8,30.8
"Egypt",35720,7,307644,6,32.6,26.5
"Kenya",35718,9,34475,5,39.7,-3
"Iran",35725,5,30771,5,54.3,37.1
"India",35692,6,80645,6,82.1,17
"Japan",35682,6,15278,5,131,31.8
"China",35674,8,124671,6,112.6,27.2
"South Korea",35640,6,47681,5,127.4,36.1
"Vietnam",35643,7,29186,5,104,21.9
"Turkey",35649,6,17023,5,43.5,39.6
"Nepal",35650,5,25206,5,87,27.4
"China",35649,8,25075,5,110.5,25
"India",35661,6,228335,6,75.4,18.8
"Malaysia",35665,5,11247,5,100.6,5.9
"India",35664,5,40014,5,74.8,33.9
"USA",35611,4,16279,5,-83.7,42.8
"South Korea",35609,8,11247,5,127.9,36.6
"Turkey",35613,3,21243,5,38.7,40.6
"Taiwan",35613,4,2935,4,121.1,24.8
"Iran",35613,5,109454,6,46.2,37.2
"Japan",35619,6,95827,6,132.8,33.3
"India",35616,10,70603,6,92.9,26.1
"China",35626,4,20185,5,105.2,28.5
"India",35616,18,233024,7,76.7,9.5
"China",35628,6,124211,6,104.4,35.2
"China",35621,21,27345,6,99.5,26.9
"Japan",35635,4,5933,4,135.6,33.9
"Pakistan",35636,4,127909,6,72.2,32.3
"Pakistan",35636,5,5802,4,74.6,35
"Moldava",35617,24,28961,6,28.3,47.3
"Sudan",35636,6,199030,6,23.8,12.7
"China",35583,3,1018,3,114.2,22.3
"El Salvador",35587,4,3053,4,-88.4,13.4
"China",35587,5,10074,5,105,31.2
"China",35584,8,29000,5,103.7,26.9
"Cuba",35588,5,73127,6,-77.9,21.6
"China",35589,5,25292,5,113.2,28.2
"Ghana",35593,4,4330,4,0.1,5.8
"Romania",35594,4,8488,5,22.2,47
"France",35595,4,8004,5,0.9,49.5
"Japan",35599,3,18485,5,139.1,35.4
"Oman",35602,3,21975,5,55.9,23.6
"USA",35600,5,155894,6,-97.5,29.5
"Chile",35591,15,144383,7,-71.9,-36.9
"Iran",35598,5,31964,5,60,35.6
"South Korea",35603,5,58701,5,127.6,36.3
"Iran",35599,11,25838,5,48,38.4
"India",35603,66,183143,7,71.3,22.4
"Italy",35607,4,17109,5,10,46
"South Africa",35607,10,332604,7,24.8,-31.4
"China",35555,7,74261,6,117.4,25.5
"China",35559,5,183090,6,109.4,23.9
"Afghanistan",35562,4,121879,6,67,36.2
"China",35553,14,174990,7,113.3,22.9
"Philippines",35575,3,10763,5,120.7,14.8
"Russia",35535,3,12913,5,40.1,47.3
"Ethiopia",35539,4,12361,5,37.5,6
"Russia",35544,7,26137,5,89.1,60.9
"Iran",35546,10,17009,5,59.5,32.8
"Georgia",35546,7,31945,5,44,42.3
"Nigeria",35550,2,17287,5,4,7.5
"Bolivia",35490,4,365815,6,-65.6,-13.1
"Egypt",35491,3,68465,5,30.7,30.4
"Fiji",35495,3,13552,5,178,-17.8
"Philippines",35498,5,18317,5,125.8,8.9
"Ecuador",35498,16,25946,6,-80.2,-2.8
"Saudi Arabia",35514,4,98254,6,43.5,18.9
"Iran",35514,6,488270,6,52.7,30.1
"Jordan",35483,5,1209,4,36,31.9
"USA",35425,9,717982,7,-120,41.3
"Georgia",35431,6,56749,6,44.2,42.1
"Morocco",35435,3,9159,4,-5.9,33
"Brazil",35431,8,346997,6,-44.4,-19.3
"Turkey",35438,3,73849,6,27.2,39
"Greece",35442,3,34742,5,22.6,37.5
"China",35444,5,62966,5,83.1,43.4
"Saudi Arabia",35437,2,131573,5,39.4,22.6
"Brazil",35452,6,97027,6,-49.1,-23.9
"Tanzania",35784,12,323808,7,34,-6.1
"Albania",35784,4,1641,4,19.7,41.8
"Spain",35739,8,71614,6,-7.3,38.6
"Vietnam",35736,11,34008,6,105.6,9.7
"Portugal",35732,5,40358,5,-8.2,39.2
"Mexico",35730,5,72854,6,-92.2,16.3
"Somalia",35722,41,713805,8,43.7,3.6
"Greece",35715,7,116574,6,27.3,39.6
"Brazil",35718,8,465787,7,-52.8,-27.4
"Colombia",35717,3,5123,4,-74.8,9.4
"Brazil",35708,11,140125,6,-53.1,-26
"Mexico",35709,7,73534,6,-98.4,16.9
"Spain",35701,4,22494,5,-1.2,38.1
"Vietnam",35693,10,15921,5,108,15.9
"Morocco",35701,2,83476,5,-6.5,32.1
"Mexico",35698,5,97068,6,-92.6,15.9
"Mexico",35698,3,71561,5,-115.9,31.5
"Sri Lanka",35686,5,11300,5,80.3,6.9
"Thailand",35661,14,43610,6,103.8,17
"Afghanistan",35680,2,6428,4,70.2,34.8
"Pakistan",35654,23,276909,7,72.5,32.4
"China",35661,7,55174,6,110.9,21.7
"Morocco",35666,3,65147,5,-8.1,32.1
"Thailand",35661,14,31969,6,99,9.3
"Chile",35657,5,224910,6,-69.2,-22.7
"Burma",35652,11,70640,6,96.5,17.9
"Sudan",35660,3,659807,6,29.6,18.3
"China",35657,7,67370,6,120.3,29.9
"Philipines",35657,9,19169,5,120.6,15.3
"India",35650,7,57531,6,77.3,31.8
"Taiwan",35658,7,6415,5,121.6,24.7
"USA",35652,3,7779,4,-112.6,35.8
"China",35655,3,1368,4,114.1,22.4
"India",35643,11,201819,6,86.3,24.1
"China",35644,6,34586,5,114.8,22.6
"USA",35636,8,15185,5,-105,40.4
"Bangladesh",35640,7,10101,5,92,22
"Romania",35636,12,28275,6,24,45.1
"Germany",35615,37,8359,6,14.5,51.9
"Bangladesh",35614,13,9614,5,92,22.4
"Poland",35614,38,34954,6,16.7,51
"Czech Republic",35613,23,34987,6,17.1,49.7
"Sweden",35638,3,4248,4,21.5,65.5
"China",35617,27,832682,7,115.2,26
"Nepal",35591,2,4625,4,87.8,27
"Somalia",35552,6,27158,5,46.6,3.3
"Bangladesh",35595,7,10108,5,92.1,21.8
"Tanzania",35509,27,148922,7,38.2,-9.6
"USA",35511,35,282467,7,-95.4,45.9
"Australia",35511,3,108575,6,145.7,-18
"USA",35504,5,65906,6,-122.4,47.1
"Brazil",35445,60,152482,7,-70.3,-9.1
"USA",35489,16,179911,7,-84.8,37.9
"Malawi",35445,45,211804,7,34.9,-17.4
"Palestine",35483,5,3610,4,35.2,32.2
"USA",35482,5,30333,5,-89.1,41.8
"Peru",35478,1,7522,4,-72.4,-13.8
"Bolivia",35462,15,689140,7,-65,-16.7
"Madagascar",35450,7,146890,6,46.2,-23.3
"Bangladesh",35508,6,28272,5,92.1,22.5
"USA",35431,32,156687,7,-120.7,37.5
"USA",35425,9,272685,6,-122.2,46.4
"Malaysia",35425,3,73244,5,117.3,5.5
"Spain",35421,5,36921,5,-6.5,37.8
"France",35404,6,26323,5,3.5,43.4
"Venezuela",35402,3,181898,6,-65.6,9.9
"Greece",35400,4,23590,5,25,41.3
"Albania",35388,3,1123,4,19.7,41.8
"Dominican Republic",35386,7,6751,5,-70.8,19.6
"Haiti",35382,5,1038,4,-72.5,19.7
"Egypt",35382,13,37943,6,32.8,25.8
"Iran",35378,5,16758,5,53.1,36.4
"Iceland",35375,2,5679,4,-16.8,64.4
"India",35375,5,21445,5,81.8,17
"Somalia",35375,5,64924,6,45.5,3.6
"Sudan",35360,5,69798,6,28.9,7
"India",35359,5,177527,6,78.7,15
"Indonesia",35358,3,11937,5,110.1,-7.3
"USA",35357,5,67014,6,-72.3,42.3
"Honduras",35352,5,272818,6,-83.8,11.9
"Mexico",35344,5,366782,6,-101.9,25.9
"Thailand",35341,26,116474,6,100.5,14
"Vietnam",35339,44,22611,6,105.3,10.2
"Bosnia",35328,5,24391,5,17,44.4
"China",35328,12,36474,6,109.8,19.4
"USA",35326,3,5542,4,-100.9,36
"Canada",35323,4,47106,6,-62.9,45.2
"Mexico",35321,2,9306,4,-110,23.6
"Cambodia",35335,8,232590,6,105.1,14
"Puerto Rico",35319,9,11197,5,-66.4,18.2
"Sudan",35318,6,10692,5,32.6,15.6
"Nepal",35314,8,7996,5,85.5,27.9
"USA",35313,9,293738,6,-78.5,37.1
"Pakistan",35310,6,202950,6,72.5,30.8
"Sudan",35310,5,107541,6,33,16.4
"North Korea",35271,37,100944,7,127.5,39
"Bangladesh",35303,13,26913,6,90.3,25.4
"Vietnam",35295,8,84500,6,104.6,21.8
"Ethiopia",35289,19,468887,7,39,11.6
"Mongolia",35286,3,4370,4,107,47.9
"Spain",35284,3,3516,4,0,42.5
"Turkey",35284,5,2205,4,29.1,41.1
"China",35283,5,138167,6,118,25.6
"Russia",35278,25,524912,7,136.2,48.4
"Philippines",35268,13,23203,5,120.8,15.3
"China",35265,7,17022,5,111,23.3
"Nepal",35266,4,3253,4,86,27.9
"Bangladesh",35265,15,69103,6,90,23
"Canada",35265,4,52912,5,-69.6,49.7
"USA",35264,4,53522,6,-79.2,41
"Thailand",35264,35,314300,7,101.5,17.6
"India",35263,25,171939,7,85.7,24.8
"Liberia",35261,4,18255,5,-10.3,6.6
"India",35256,15,128967,6,92.4,27.4
"Iran",35258,5,101579,6,46.5,37.9
"Indonesia",35251,6,10103,5,95.7,5.2
"Venezuela",35247,20,179131,7,-65.5,3.4
"Russia",35249,5,614643,6,108.3,58.5
"China",35246,9,236745,7,118.3,30.9
"Bangladesh",35243,13,59267,6,90.1,25.2
"USA",35226,21,18336,6,-77.5,39.7
"India",35226,21,328727,7,73.8,26.6
"Italy",35235,5,66765,6,10.8,44.2
"China",35229,13,233547,7,111.3,25.2
"China",35215,4,150092,6,115.9,27.3
"Somalia",35229,2,4533,4,45.2,4.5
"Ethiopia",35214,13,355426,7,41.9,9.5
"Indonesia",35201,5,869,4,106.8,-6.6
"Yemen",35199,5,190981,6,47.4,15.5
"Yemen",35199,5,19293,5,44,13.6
"USA",35198,8,63664,6,-81.2,38.4
"USA",35198,8,394868,6,-88,39.1
"Czech Republic",35195,5,9856,5,17.8,49.8
"Australia",35187,8,330398,7,149.1,-27.2
"Algeria",35178,8,101897,6,7,35
"Brazil",35178,8,18677,5,-35.5,-8.2
"Afghanistan",35164,15,226990,7,63.7,33.5
"Kenya",35163,4,12428,5,34.6,-0.5
"Ukraine",35165,13,592493,7,31.2,49.6
"Indonesia",35151,5,67734,6,104.5,-4.3
"Iran",35152,5,121599,6,48.1,32.5
"Indonesia",35125,3,15779,5,109.6,-7.3
"Mozambique",35108,17,264690,7,33.4,-23.7
"Brazil",35108,3,142941,6,-45.6,-23.1
"South Africa",35104,11,582349,7,27.7,-27.8
"USA",35102,7,482618,7,-120,45.6
"Indonesia",35104,5,1192,4,106.8,-6.2
"Costa Rica",35102,8,7452,5,-83.5,10
"South Africa",35101,5,5036,4,30.7,-23.2
"Mozambique",35091,3,12621,5,33.4,-24.9
"France",35091,4,2140,4,3.4,43.4
"South Africa",35088,4,91483,6,29.5,-28.1
"Morocco",35085,12,280207,7,-6,32.9
"Canada",35083,7,1270,4,-73.8,45.4
"Zimbabwe",35080,7,18896,5,28.7,-18
"USA",35079,7,136059,6,-79.1,41.4
"Panama",35078,3,31005,5,-80.2,8.8
"Mozambique",35076,4,9872,5,32.4,-26.1
"Philippines",35070,7,4872,5,126.1,8.7
"Indonesia",35070,4,1174,4,106.8,-6.3
"Brazil",35058,15,1407836,7,-46.9,-21.7
"Romania",35061,11,186991,7,24,45.1
"South Africa",35057,4,26829,5,31.1,-28.7
"Philippines",35057,4,10939,5,124.5,6.8
"Philippines",35057,4,19778,5,121.9,17.5
"United Arab Emerates",35052,15,2987,5,56.2,25.2
"Philippines",35043,7,6967,5,125.6,7.2
"Canada",35032,9,31440,6,-118.2,49.8
"USA",35031,13,111710,6,-122.7,46.5
"Bangladesh",35013,4,20680,5,90.3,22.4
"Somalia",35007,4,6308,4,45.3,2.2
"Turkey",35007,5,14860,5,27.1,38.7
"Saudi Arabia",35007,2,34495,5,40.1,21.1
"Philippines",35000,9,209708,6,122.5,13.3
"India",34992,4,262803,6,80.6,16.4
"Azerbaijan",34985,31,14036,6,48.8,41
"USA",34985,16,34849,6,-81,26.6
"Mexico",34984,8,224975,6,-90.4,18.1
"Panama",34982,11,13740,5,-80.5,8.3
"Costa Rica",34978,35,11552,6,-85.3,10.4
"Benin",34982,31,18117,6,2.1,7.4
"Sri Lanka",34981,4,5265,4,80.5,6.8
"Philippines",34981,18,7275,5,120.6,15.3
"Vietnam",34980,39,26966,6,106.6,17.4
"USA",34976,5,203496,6,-84.4,30.6
"Nicaragua",34973,19,10841,5,-86.7,12.1
"Mexico",34972,3,196527,6,-90.5,18.9
"Cuba",34971,2,11848,4,-83.7,22.4
"Philippines",34972,4,189621,6,122.7,12.8
"Bangladesh",34971,18,61581,6,90.2,25.1
"El Salvador",34969,16,18229,5,-88.8,13.7
"India",34968,7,308073,6,87.4,22.5
"Myanmar",34968,15,164736,6,95.3,20.9
"Senegal",34966,15,47808,6,-15.1,15.8
"Mauritania",34966,8,144865,6,-14.5,18.5
"Chad",34966,31,517355,7,18,12.9
"Japan",34965,2,90343,5,134.2,33.3
"Algeria",34964,3,62915,5,6.6,35.3
"Vietnam",34963,29,122975,7,108,14
"Togo",34963,8,102567,6,1.1,6.8
"Albania",34963,4,17072,5,20,41.6
"USA",34960,29,50390,6,-149.8,60.9
"Malaysia",34959,6,1276,4,100.4,5.3
"Laos",34960,8,72536,6,105.7,16.5
"Cambodia",34960,15,52119,6,106.5,13.2
"Mexico",34956,9,168618,6,-111.4,29.3
"Japan",34957,4,16375,5,139.9,35.2
"Honduras",34951,4,9442,5,-87.7,15.4
"Martinique",34947,14,51663,6,-61.3,15.4
"India",34947,4,6521,4,88.5,27.6
"Morocco",34945,4,99919,6,-4.6,34.4
"India",34943,20,762937,7,76.8,28.2
"Philippines",34946,12,14894,5,120.7,22.8
"Philippines",34940,9,23531,5,120.7,15.5
"USA",34937,4,176801,6,-79.5,33.6
"Caribbean",34937,3,8339,4,-60.9,14.3
"Albania",34930,8,11109,5,20,41.8
"South Korea",34935,4,33972,5,127.7,37.1
"Morocco",34928,2,132476,6,-7.8,30.3
"Bangladesh",34927,8,42133,6,89.9,24.9
"Ethiopia",34922,8,195894,6,39.9,10.6
"Nigeria",34918,4,19768,5,9,10
"USA",34918,12,118253,6,-82.6,39.5
"Guatemala",34915,20,158688,7,-91.5,15.9
"China",34905,35,325415,7,125.2,42.5
"Thailand",34912,101,444498,8,101.6,15
"North Korea",34912,39,120709,7,128.6,40.3
"Philippines",34909,3,9190,4,120.6,15.2
"Pakistan",34899,23,672265,7,68.5,29.9
"Bangladesh",34884,19,15622,5,89,25.8
"Ghana",34885,3,120780,6,-1.1,6.4
"Canada",34885,8,184529,6,-112.8,52.9
"China",34885,15,231371,7,108.2,30.2
"Paraguay",34885,1,50608,5,-57.5,-23.8
"Togo",34883,3,3635,4,1.3,6.3
"Georgia",34881,11,8422,5,41.5,43
"Ukraine",34879,13,5184,5,36.3,49.9
"Cuba",34871,3,56147,5,-81.5,22.4
"India",34870,4,102906,6,92.9,26
"Nepal",34869,37,71916,6,85.9,27.6
"Bangladesh",34866,8,68353,6,90.2,25.1
"Azerbaijan",34865,11,80964,6,47.7,40.2
"India",34852,2,20148,5,92.9,23.3
"Norway",34851,14,162737,7,9,60.7
"Germany",34851,5,57984,5,10.7,48.1
"Iran",34850,4,29482,5,51.7,35.6
"Tanzania",34846,6,5077,4,39.1,-6.8
"Romania",34842,4,31757,5,24.3,44.6
"Bangladesh",34836,8,61218,6,90.1,23
"China",34834,93,1668230,8,112.8,28.3
"Sri Lanka",34826,5,27549,5,80.1,7.9
"USA",34829,23,472142,7,-89.6,36.7
"Indonesia",34820,13,46605,6,99.3,2.6
"USA",34826,7,19345,5,-90.1,29.9
"Ethiopia",34817,18,67450,6,43.2,5.2
"Italy",34813,7,24762,5,7.3,45
"Iran",34810,3,147607,6,59,35.2
"Afghanistan",34808,3,15370,5,69.7,36.6
"China",34809,2,169667,6,113.3,22.8
"Argentina",34795,6,303424,7,-60.1,-37.1
"Russia",34772,1,115669,5,46,44.8
"USA",34766,13,196020,6,-121.6,38.7
"Tanzania",34762,7,36217,5,33.7,-8.8
"Australia",34763,9,990198,7,117.5,-26.8
"Botswana",34753,8,31144,5,27.5,-22.7
"Paraguay",34744,8,49343,6,-57.5,-23.8
"Brazil",34736,8,17901,5,-46.5,-23.5
"Indonesia",34733,15,296259,7,101.9,-0.5
"France",34722,16,341157,7,5.7,50.3
"France",34719,11,27725,6,-2.9,48.2
"Argentina",34714,6,155950,6,-63.8,-32.3
"Indonesia",34708,3,91179,5,102,0.6
"South Africa",34707,2,51452,5,29.7,-23
"Malawi",34706,3,23461,5,33.6,-10.2
"USA",34702,15,81499,6,-122.6,39.6
"Philippines",34687,5,51066,5,125,11.3
"Djibouti",34677,7,2677,4,43,11.3
"Indonesia",34670,6,38746,5,100.5,-0.8
"Somalia",34657,3,16608,5,49.5,11
"Djibouti",34655,6,20794,5,42.6,11.8
"Iran",34652,15,271235,7,48.9,32.1
"Ethiopia",34650,7,20500,5,37.9,7.7
"Cuba",34644,9,84994,6,-78.1,21.5
"Jamaica",34644,9,11114,5,-77.3,18.1
"Haiti",34643,11,26427,5,-72.3,19
"Somalia",34642,8,83022,6,42.5,0.7
"Egypt",34640,7,44072,6,31.9,26.3
"Indonesia",34639,4,19939,5,119.2,-8.6
"Jordan",34639,4,68725,5,36.5,31
"Italy",34639,10,90174,6,10.2,45.2
"India",34637,6,110658,6,80,16.2
"Greece",34631,4,36624,5,22.5,39
"India",34634,5,89230,6,78.7,10.7
"China",34626,2,13150,4,117.7,36.2
"Philippines",34625,5,13654,5,125.9,9.1
"Philippines",34625,5,12752,5,121.2,14.3
"USA",34624,7,72987,6,-95.3,30.2
"Guatemala",34616,5,45757,5,-90.8,15
"Algeria",34598,6,108181,6,2.1,34.5
"Philippines",34596,6,4146,4,120.8,15.1
"Russia",34594,10,140071,6,134.8,45.1
"Burkina Faso",34593,5,271870,6,-1.5,12.3
"Nigeria",34588,5,317262,6,13.3,12
"Cameroon",34586,6,11416,5,14.8,12
"Thailand",34580,107,65261,7,104.5,16.2
"Italy",34579,2,30591,5,10.9,43.7
"India",34579,6,154649,6,84.4,20.1
"India",34577,6,5275,5,77.1,31.5
"Thailand",34576,9,159977,6,99.6,17.1
"India",34572,8,44159,6,79.3,20.8
"South Korea",34572,5,22406,5,127.3,37.1
"Ethiopia",34571,7,163207,6,40.3,10.7
"Moldova",34570,6,33682,5,28.4,47
"Pakistan",34568,6,17317,5,67.9,29.6
"India",34566,4,14450,5,77.3,31.8
"Ecuador",34566,5,39019,5,-79,-2.2
"Ethiopia",34561,4,21306,5,38.1,11.8
"China",34567,4,206026,6,120.7,31.2
"Pakistan",34555,7,318188,6,68.2,27.8
"Afghanistan",34554,4,19784,5,67.9,33.2
"Niger",34547,10,594753,7,6.9,15.6
"India",34554,3,16796,5,76.9,31.8
"India",34550,8,292131,6,80.6,27.6
"China",34552,5,3850,4,114.2,22.5
"Sudan",34550,14,1094010,7,30,15.6
"Russia",34551,4,32566,5,58.4,53.6
"Taiwan",34553,10,27169,6,120.8,23.2
"Cambodia",34545,10,40128,6,103.8,12.6
"Philippines",34552,5,18142,5,121.9,17.5
"Taiwan",34547,4,16588,5,120.9,23.1
"Thailand",34543,6,124812,6,98.8,17.1
"Ethiopia",34543,7,20899,5,41,11.7
"Philippines",34538,12,22004,5,120.8,15.6
"Philippines",34537,12,25395,5,123,10
"China",34538,22,1066165,8,125.1,46.2
"China",34537,6,2987,5,114.1,22.4
"Vietnam",34530,17,17601,6,103,21.8
"Philippines",34530,6,12359,5,120.6,15.1
"Pakistan",34526,68,343252,7,71.1,28.9
"China",34526,8,183807,6,112.3,31.2
"Philippines",34525,7,37087,5,121,16.7
"Iran",34524,3,155501,6,61.1,27.5
"Pakistan",34519,5,21186,5,67.2,30.3
"India",34518,10,52339,6,77.3,31.8
"Russia",34517,6,322785,6,111.6,53.6
"USA",34516,15,167723,6,-84.3,31.1
"India",34516,24,1981837,8,76.6,20.6
"South Africa",34509,5,11393,5,18.9,-34
"USA",34507,6,13311,5,-83.7,37
"Bangladesh",34499,9,6360,5,92.1,21.9
"China",34494,21,1015420,8,113.2,25.7
"Colombia",34490,5,27784,5,-76.9,2.1
"Bangladesh",34486,6,11310,5,91.8,24.6
"Armenia",34485,2,3590,4,44,40.7
"Russia",34482,3,22905,5,43.3,55.3
"Sri Lanka",34479,4,3395,4,80.3,6.6
"China",34455,9,121675,6,118.1,25.9
"China",34455,3,165722,6,116,27.3
"Uganda",34454,3,9570,4,30.1,0.3
"Bangladesh",34443,5,22176,5,92.1,22.5
"USA",34433,10,644301,7,-98,36.9
"Russia",34430,9,463435,7,41.1,49.4
"Bangladesh",34422,5,2275,4,89.8,24
"Philippines",34411,14,36858,6,125.7,8.4
"Jordan",34417,3,3809,4,35.9,32.4
"USA",34417,5,179822,6,-85.3,33
"Indonesia",34416,4,36275,5,111.7,-7.5
"Russia",34410,6,72009,6,44.6,46.5
"Indonesia",34405,5,1823,4,118.8,-8.5
"Iran",34404,4,26419,5,59.3,35.4
"Peru",34392,8,27660,6,-76,-12
"Bangladesh",34391,5,6727,5,92,22.5
"Indonesia",34376,4,19422,5,99,3.1
"Peru",34365,21,609261,7,-77,-8.1
"Madagascar",34365,17,142993,6,47.7,-18.9
"Colombia",34365,3,4299,4,-76.2,3.5
"Indonesia",34362,4,59037,5,110.7,-7.4
"Papua New Guinea",34350,5,65498,6,148.5,-9.1
"Australia",34350,5,120854,6,151.7,-25.3
"Indonesia",34346,11,10208,5,107.7,-6.8
"Tanzania",34343,5,65599,6,38.4,-9.4
"Philippines",34338,5,44226,5,123.5,13.4
"UK ",34333,2,5379,4,0.8,51.1
"Papua New Guinea ",34332,2,9588,4,145.3,-6.5
"Philippines",34330,2,1267,3,125.6,9.7
"Indonesia ",34329,2,4052,4,106.4,-6.2
"Israel",34326,1,3181,4,35,30.2
"Ukraine ",34323,5,4267,4,22.8,48.4
"Malaysia",34325,6,103827,6,102.4,3.8
"France",34324,11,261149,7,5.8,50.4
"Thailand",34319,14,42416,6,100.4,7.3
"Columbia ",34319,3,1958,4,-76.2,6.9
"Sri Lanka",34318,13,24713,6,80.8,8.6
"Costa Rica",34312,4,14334,5,-83,9.6
"Peru ",34311,8,162328,6,-74.6,-10
"China ",34310,9,12109,5,107.1,40.4
"Philippines",34308,9,46913,6,108.8,12.3
"India",34307,12,7969,5,80,12.6
"Philippines",34302,3,359,3,125,10.7
"Thiland",34300,6,56412,6,99.9,8.2
"Iran",34302,2,989,3,48.2,32.6
"Cuba ",34297,5,19323,5,-75.4,20.6
"USA",34286,4,33628,5,-91.6,34.1
"India",34283,5,40501,5,77.5,11.1
"Indonesia ",34276,14,44228,6,101.3,1.1
"Mexico ",34277,3,1667,4,-109.8,23.1
"China",34277,12,1017,4,114.1,22.4
"Honduras ",34273,4,6656,4,-86.5,15.6
"France",34273,3,1692,4,9.1,41.6
